filename	mark	label	off0	off1	span	isH	isN	iscomplex	NCBITax
casos_clinicos_infecciosas1	T14	SPECIES	6004	6021	Toxoplasma gondii	False	False	False	5811
casos_clinicos_infecciosas1	T20	SPECIES	5766	5775	bacterias	False	False	False	2
casos_clinicos_infecciosas1	T23	SPECIES	2915	2929	estreptocócico	False	False	False	1301
casos_clinicos_infecciosas1	T24	HUMAN	75	83	infancia	False	False	False	9606
casos_clinicos_infecciosas1	T26	SPECIES	5778	5791	micobacterias	False	False	False	1762
casos_clinicos_infecciosas1	T27	HUMAN	300	327	médico de atención primaria	False	False	False	9606
casos_clinicos_infecciosas1	T29	HUMAN	681	689	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T30	HUMAN	873	881	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T31	HUMAN	3497	3505	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T32	HUMAN	4626	4634	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T33	HUMAN	7292	7300	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T34	HUMAN	7813	7821	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T35	HUMAN	8042	8050	paciente	False	False	False	9606
casos_clinicos_infecciosas1	T36	HUMAN	4588	4596	personal	False	False	False	9606
casos_clinicos_infecciosas1	T45	SPECIES	6056	6086	virus inmunodeficiencia humana	False	False	False	12721
casos_clinicos_infecciosas1	T46	SPECIES	5919	5938	virus respiratorios	True	False	False	10239|H
casos_clinicos_infecciosas1	T48	SPECIES	5875	5897	Chlamydophila psittaci	False	False	False	83554
casos_clinicos_infecciosas1	T49	SPECIES	6023	6040	virus hepatitis A	False	False	False	12092
casos_clinicos_infecciosas1	T50	SPECIES	2857	2871	estreptocócica	False	False	False	1301
casos_clinicos_infecciosas1	T54	SPECIES	4797	4809	Bacteriemias	False	False	False	2
casos_clinicos_infecciosas1	T56	SPECIES	5968	5986	Virus Epstein Barr	False	False	False	10376
casos_clinicos_infecciosas1	T57	SPECIES	6023	6042	virus hepatitis A,B	False	False	True	12092|10407
casos_clinicos_infecciosas1	T58	SPECIES	6023	6044	virus hepatitis A,B,C	False	False	True	12092|10407|11103
casos_clinicos_infecciosas1	T62	SPECIES	6046	6053	rubeola	False	False	False	11041
